"Game Title";"Console";"Year";"Genre";"Company";"North America_Sales";"Europe_Sales";"Japan_Sales";"Global_Sales"
"Gladiator: Sword of Vengeance";"XBOX";2003;"Action";"Acclaim Entertainment";0.04;0.01;0.0;0.05
"Unsolved Crimes";"Nintendo DS";2008;"Adventure";"Empire Interactive";0.04;0.01;0.0;0.05
"Minna to Kimi no Piramekino!";"Nintendo DS";2010;"Misc";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Virtua Tennis 3";"PSP";2007;"Sports";"Sega";0.02;0.03;0.0;0.05
"Bombastic";"PS2";2002;"Puzzle";"Capcom";0.03;0.02;0.0;0.05
"Xiaolin Showdown";"Nintendo DS";2006;"Action";"Konami Digital Entertainment";0.05;0.0;0.0;0.05
"NHL Powerplay 98";"PS";1997;"Sports";"Virgin Interactive";0.03;0.02;0.0;0.05
"Olympic Soccer: Atlanta 1996";"PS";1996;"Sports";"U.S. Gold";0.03;0.02;0.0;0.05
"Lernerfolg Vorschule: Capt'n Sharky";"Nintendo DS";2009;"Misc";"Tivola";0.0;0.05;0.0;0.05
"Samurai Dou Portable";"PSP";2008;"Action";"Spike";0.0;0.0;0.05;0.05
"Princess on Ice";"Nintendo DS";2008;"Sports";"505 Games";0.04;0.01;0.0;0.05
"Countdown: The Game";"Nintendo Wii";2009;"Puzzle";"Mindscape";0.0;0.05;0.0;0.05
"Phantasy Star Online Episode I & II Plus";"Nintendo GameCube";2003;"Role-Playing";"Sega";0.04;0.01;0.0;0.05
"Samurai Warriors 4: Empires";"PlayStation Vita";2015;"Action";"Tecmo Koei";0.0;0.0;0.05;0.05
"DuckTales: Remastered";"PS3";2013;"Action";"Capcom";0.01;0.04;0.0;0.05
"Front Mission 2089: Border of Madness";"Nintendo DS";2008;"Strategy";"Square Enix";0.0;0.0;0.05;0.05
"Miracle Girls Festival";"PlayStation Vita";2015;"Misc";"Sega";0.0;0.0;0.05;0.05
"Dual Hearts";"PS2";2002;"Role-Playing";"Sony Computer Entertainment";0.03;0.02;0.0;0.05
"7 Wonders: Treasures of Seven";"Nintendo DS";2011;"Puzzle";"Avanquest";0.02;0.03;0.0;0.05
"NFL Quarterback Club 2002";"Nintendo GameCube";2001;"Sports";"Acclaim Entertainment";0.04;0.01;0.0;0.05
"Saki: Zenkoku-hen";"PlayStation Vita";2015;"Misc";"Kaga Create";0.0;0.0;0.05;0.05
"Mister Slime";"Nintendo DS";2008;"Action";"SouthPeak Games";0.05;0.0;0.0;0.05
"Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate";"PlayStation Vita";2015;"Action";"Aksys Games";0.01;0.0;0.04;0.05
"Murder, She Wrote";"PC";2009;"Adventure";"Focus Home Interactive";0.0;0.04;0.0;0.05
"Virtual Villagers: A New Home";"Nintendo DS";2010;"Simulation";"PQube";0.04;0.01;0.0;0.05
"Wing Commander: Prophecy";"Gameboy Advanced";2003;"Simulation";"Destination Software, Inc";0.04;0.01;0.0;0.05
"Marc Ecko's Getting Up: Contents Under Pressure";"PS2";2006;"Action";"Atari";0.03;0.02;0.0;0.05
"Learn Science";"Nintendo DS";2010;"Misc";"DreamCatcher Interactive";0.05;0.0;0.0;0.05
"Sega Soccer Slam";"XBOX";2002;"Sports";"Sega";0.04;0.01;0.0;0.05
"Hakuouki: Reimeiroku";"PS2";2010;"Adventure";"Idea Factory";0.0;0.0;0.05;0.05
"Vertigo";"Nintendo Wii";2009;"Strategy";"Playlogic Game Factory";0.05;0.0;0.0;0.05
"Blood Omen 2";"Nintendo GameCube";2002;"Action";"Eidos Interactive";0.04;0.01;0.0;0.05
"NBA 2K17";"XBOX 360";2016;"Sports";"Take-Two Interactive";0.04;0.0;0.0;0.05
"Shin Sangoku Musou 5 Empires";"PSP";2010;"Action";"Tecmo Koei";0.0;0.0;0.05;0.05
"Front Mission Evolved";"PC";2010;"Shooter";"Square Enix";0.05;0.0;0.0;0.05
"Carve";"XBOX";2004;"Racing";"Global Star";0.04;0.01;0.0;0.05
"BlowOut";"XBOX";2003;"Shooter";"Zoo Digital Publishing";0.04;0.01;0.0;0.05
"McDROID";"PSP";2011;"Strategy";"Namco Bandai Games";0.0;0.0;0.05;0.05
"GachiTora! Abarenbou Kyoushi in High School";"PSP";2011;"Action";"Spike";0.0;0.0;0.05;0.05
"WTA Tour Tennis";"PS2";2001;"Sports";"Konami Digital Entertainment";0.03;0.02;0.0;0.05
"Bottom of the 9th '99";"PS";1998;"Sports";"Konami Digital Entertainment";0.03;0.02;0.0;0.05
"Dynasty Warriors 5";"XBOX";2005;"Action";"Tecmo Koei";0.04;0.01;0.0;0.05
"Famicom Mini: Dig Dug";"Gameboy Advanced";2004;"Puzzle";"Namco Bandai Games";0.0;0.0;0.05;0.05
"FIFA Soccer 2003";"Gameboy Advanced";2002;"Sports";"Electronic Arts";0.04;0.01;0.0;0.05
"Naval Ops: Commander";"PS2";2004;"Simulation";"Tecmo Koei";0.03;0.02;0.0;0.05
"Adventure Time: Finn & Jake Investigations";"Nintendo WiiU";2015;"Action";"Little Orbit";0.03;0.02;0.0;0.05
"Defendin' De Penguin";"Nintendo Wii";2008;"Strategy";"Zushi Games";0.05;0.0;0.0;0.05
"Bleach: Blade Battlers";"PS2";2006;"Fighting";"Sony Computer Entertainment";0.0;0.0;0.05;0.05
"Rez";"PS2";2001;"Shooter";"Sony Computer Entertainment";0.03;0.02;0.0;0.05
"Goosebumps: The Game";"Nintendo 3DS";2015;"Adventure";"WayForward Technologies";0.05;0.0;0.0;0.05
"MLB SlugFest 2006";"XBOX";2006;"Sports";"Midway Games";0.04;0.01;0.0;0.05
"Rockin' Pretty";"Nintendo DS";2009;"Misc";"Arc System Works";0.05;0.0;0.0;0.05
"Jake Power: Policeman";"Nintendo DS";2008;"Adventure";"Ubisoft";0.05;0.0;0.0;0.05
"Samurai Warriors 4-II";"PlayStation Vita";2015;"Action";"Tecmo Koei";0.0;0.0;0.05;0.05
"Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE";"Nintendo DS";2006;"Misc";"Sega";0.0;0.0;0.05;0.05
"UEFA Euro 2004: Portugal";"XBOX";2004;"Sports";"Electronic Arts";0.04;0.01;0.0;0.05
"Lufia: The Ruins of Lore";"Gameboy Advanced";2002;"Role-Playing";"Taito";0.04;0.01;0.0;0.05
"Major Minor's Majestic March";"Nintendo Wii";2009;"Misc";"Majesco Entertainment";0.05;0.0;0.0;0.05
"Shaman King: Soul Fight";"Nintendo GameCube";2003;"Platform";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Samurai Deeper Kyo";"PS";2002;"Fighting";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Samantha Swift and the Hidden Roses of Athena";"Nintendo DS";2010;"Adventure";"Unknown";0.04;0.01;0.0;0.05
"Dark Souls III";"PC";2016;"Role-Playing";"Namco Bandai Games";0.0;0.05;0.0;0.05
"Medabots: Infinity";"Nintendo GameCube";2003;"Role-Playing";"Ubisoft";0.04;0.01;0.0;0.05
"Tom Clancy's HAWX 2";"PC";2010;"Action";"Ubisoft";0.0;0.04;0.0;0.05
"Zapper: One Wicked Cricket!";"XBOX";2002;"Platform";"Infogrames";0.04;0.01;0.0;0.05
"Jirou Akagawa: Majotachi no Nemuri";"Super Nintendo";1995;"Adventure";"Pack-In-Video";0.0;0.0;0.05;0.05
"Arcana Heart 3";"XBOX 360";2011;"Fighting";"PQube";0.0;0.03;0.02;0.05
"Bust-A-Bloc";"PS2";2002;"Puzzle";"Midas Interactive Entertainment";0.0;0.0;0.05;0.05
"Sitting Ducks";"PS2";2003;"Platform";"LSP Games";0.03;0.02;0.0;0.05
"Puyo Puyo 7";"Nintendo Wii";2009;"Puzzle";"Sega";0.0;0.0;0.05;0.05
"Animal Planet: Vet Collection";"Nintendo DS";2010;"Simulation";"Activision";0.05;0.0;0.0;0.05
"Imagine Animal Doctor Care Center";"Nintendo DS";2010;"Simulation";"Ubisoft";0.05;0.0;0.0;0.05
"Rugby 15";"XBOX 360";2015;"Sports";"Bigben Interactive";0.0;0.05;0.0;0.05
"NFL Blitz Pro";"XBOX";2003;"Sports";"Midway Games";0.04;0.01;0.0;0.05
"Major League Baseball 2K11";"PSP";2011;"Sports";"Take-Two Interactive";0.05;0.0;0.0;0.05
"Uta no Prince-Sama: Music 3";"PlayStation Vita";2016;"Action";"Broccoli";0.0;0.0;0.05;0.05
"Pretty Cure All Stars Everyone Gather ? Let's Dance!";"Nintendo Wii";2013;"Misc";"Namco Bandai Games";0.0;0.0;0.05;0.05
"New Prince of Tennis: Go to the Top";"Nintendo 3DS";2015;"Action";"FuRyu";0.0;0.0;0.05;0.05
"Zyuden Sentai Kyoryuger: Game de Gaburincho!!";"Nintendo 3DS";2013;"Action";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Nobunaga's Ambition: Sphere of Influence";"PlayStation Vita";2014;"Strategy";"Tecmo Koei";0.0;0.0;0.05;0.05
"Hi-Octane: The Track Fights Back!";"PS";1995;"Racing";"Electronic Arts";0.03;0.02;0.0;0.05
"Venetica";"PC";2009;"Role-Playing";"DTP Entertainment";0.0;0.04;0.0;0.05
"Black Sigil: Blade of the Exiled";"Nintendo DS";2009;"Role-Playing";"Graffiti";0.05;0.0;0.0;0.05
"Wakeboarding Unleashed Featuring Shaun Murray";"XBOX";2003;"Sports";"Activision";0.04;0.01;0.0;0.05
"TrackMania Turbo: Build to Race";"Nintendo DS";2010;"Racing";"Ubisoft";0.03;0.02;0.0;0.05
"ZombiU";"PS4";2016;"Action";"Ubisoft";0.0;0.04;0.01;0.05
"Domino Rally";"Nintendo Wii";2007;"Action";"Nordcurrent";0.05;0.0;0.0;0.05
"Doraemon 2: Nobita no Toizurando Daibouken";"Super Nintendo";1993;"Role-Playing";"Epoch";0.0;0.0;0.05;0.05
"Samurai Champloo: Sidetracked";"PS2";2006;"Action";"Namco Bandai Games";0.03;0.02;0.0;0.05
"Teenage Mutant Ninja Turtles: Mutants in Manhattan";"PS3";2016;"Action";"Activision";0.01;0.03;0.0;0.05
"Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!";"Nintendo DS";2007;"Action";"Takara Tomy";0.0;0.0;0.05;0.05
"Utawarerumono: Futari no Hakuoro";"PlayStation Vita";2016;"Misc";"Aqua Plus";0.0;0.0;0.05;0.05
"Chaos;Child";"PlayStation Vita";2015;"Adventure";"5pb";0.0;0.0;0.05;0.05
"Fatal Fury: Wild Ambition";"PS";1999;"Fighting";"SNK Playmore";0.03;0.02;0.0;0.05
"Metal Fight Beyblade: Bakugami Susanoh Shuurai!";"Nintendo DS";2010;"Action";"Hudson Soft";0.0;0.0;0.05;0.05
"Dengeki Gakuen RPG: Cross of Venus";"Nintendo DS";2009;"Role-Playing";"ASCII Media Works";0.0;0.0;0.05;0.05
"Judge Dredd";"PS";1997;"Platform";"Gremlin Interactive Ltd";0.03;0.02;0.0;0.05
"FIFA 17";"PC";2016;"Sports";"Electronic Arts";0.0;0.05;0.0;0.05
"Minna no Ennichi";"Nintendo 3DS";2012;"Action";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Winning Post 8";"PS3";2014;"Racing";"Tecmo Koei";0.0;0.0;0.05;0.05
"King Arthur";"XBOX";2004;"Action";"Konami Digital Entertainment";0.04;0.01;0.0;0.05
"DoDonPachi Resurrection";"XBOX 360";2010;"Shooter";"Rising Star Games";0.0;0.05;0.0;0.05
"Bass Rise";"PS";1999;"Sports";"Namco Bandai Games";0.03;0.02;0.0;0.05
"UEFA Champions League 2006-2007";"XBOX 360";2007;"Sports";"Electronic Arts";0.04;0.01;0.0;0.05
"Dynamite Headdy";"Sega Genesis";1993;"Platform";"Sega";0.0;0.0;0.05;0.05
"Hunted: The Demon's Forge";"PC";2011;"Action";"Bethesda Softworks";0.03;0.01;0.0;0.05
"Choujikuu Yousai Macross: Do You Remember Love";"PS3";2012;"Shooter";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Arcania: Gothic 4";"PS4";2015;"Role-Playing";"Nordic Games";0.04;0.0;0.0;0.05
"Persona 2: Eternal Punishment";"PSP";2012;"Role-Playing";"Atlus";0.0;0.0;0.05;0.05
"Dragon's Lair 3D: Return to the Lair";"XBOX";2002;"Platform";"Ubisoft";0.04;0.01;0.0;0.05
"Growlanser: Heritage of War (jp sales)";"PS2";2006;"Role-Playing";"Rising Star Games";0.0;0.0;0.05;0.05
"The Bureau: XCOM Declassified";"PC";2013;"Shooter";"Take-Two Interactive";0.0;0.05;0.0;0.05
"Myst IV: Revelation";"XBOX";2005;"Adventure";"Ubisoft";0.04;0.01;0.0;0.05
"Culdcept Revolt";"Nintendo 3DS";2016;"Strategy";"Nintendo";0.0;0.0;0.05;0.05
"Sushi Go-Round";"Nintendo Wii";2010;"Simulation";"Asylum Entertainment";0.05;0.0;0.0;0.05
"Pachinko Wars II";"Super Nintendo";1993;"Misc";"Coconuts Japan";0.0;0.0;0.05;0.05
"Myth Makers: Orbs of Doom";"Nintendo Wii";2007;"Puzzle";"Popcorn Arcade";0.05;0.0;0.0;0.05
"Toy Soldiers: War Chest";"XBOX One";2015;"Action";"Ubisoft";0.05;0.0;0.0;0.05
"The Nightmare of Druaga: Fushigino Dungeon";"PS2";2004;"Role-Playing";"Arika";0.03;0.02;0.0;0.05
"Omega Labyrinth";"PlayStation Vita";2015;"Role-Playing";"D3Publisher";0.0;0.0;0.05;0.05
"Air Conflicts: Aces of World War II";"PSP";2009;"Simulation";"Graffiti";0.05;0.0;0.0;0.05
"Cities in Motion";"PC";2011;"Simulation";"Paradox Interactive";0.0;0.04;0.0;0.05
"Aliens in the Attic";"Nintendo DS";2009;"Action";"Playlogic Game Factory";0.05;0.0;0.0;0.05
"Virtua Striker 2002";"Nintendo GameCube";2002;"Sports";"Sega";0.01;0.0;0.03;0.05
"Kamen Rider: Dragon Knight";"Nintendo DS";2009;"Fighting";"D3Publisher";0.05;0.0;0.0;0.05
"Code Lyoko";"Nintendo DS";2007;"Action";"Game Factory";0.03;0.01;0.0;0.05
"Taito Legends Power Up";"PSP";2007;"Action";"Destineer";0.05;0.0;0.0;0.05
"Fate/Unlimited Codes Portable";"PSP";2009;"Fighting";"Capcom";0.0;0.0;0.05;0.05
"Metal Slug Anthology";"PSP";2007;"Shooter";"Ignition Entertainment";0.02;0.0;0.02;0.05
"Tenchu: Dark Secret";"Nintendo DS";2006;"Action";"From Software";0.03;0.0;0.01;0.05
"Game no Kanzume Vol 2";"Sega CD";1994;"Misc";"Sega";0.0;0.0;0.05;0.05
"Disney's PK: Out of the Shadows";"Nintendo GameCube";2002;"Platform";"Ubisoft";0.04;0.01;0.0;0.05
"Zoo Quest: Puzzle Fun!";"Nintendo DS";2008;"Puzzle";"JoWood Productions";0.05;0.0;0.0;0.05
"JoJo no Kimy? na B?ken Fantomu Buraddo";"PS2";2006;"Action";"Namco Bandai Games";0.0;0.0;0.05;0.05
"The Idolmaster 2";"XBOX 360";2011;"Simulation";"Namco Bandai Games";0.0;0.0;0.05;0.05
"PQ2: Practical Intelligence Quotient";"PSP";2006;"Puzzle";"D3Publisher";0.04;0.0;0.0;0.05
"Mr Bean's Wacky World of Wii";"Nintendo Wii";2009;"Adventure";"Blast! Entertainment Ltd";0.0;0.05;0.0;0.05
"Powerdrome";"PS2";2004;"Racing";"Evolved Games";0.03;0.02;0.0;0.05
"Dreamer Series: Puppy Trainer";"Nintendo DS";2008;"Simulation";"DreamCatcher Interactive";0.05;0.0;0.0;0.05
"Pro Yakyuu Spirits 5 Kanzenban";"PS2";2008;"Sports";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Tsumiki: Block Drop Mania";"Nintendo DS";2007;"Action";"Nobilis";0.05;0.0;0.0;0.05
"Shin Sangoku Musou 5 Special";"PSP";2009;"Action";"Tecmo Koei";0.0;0.0;0.05;0.05
"Pony Friends: Mini Breeds Edition";"Nintendo DS";2008;"Simulation";"Eidos Interactive";0.05;0.0;0.0;0.05
"Otogi 2: Immortal Warriors";"XBOX";2003;"Action";"Sega";0.04;0.01;0.0;0.05
"Legend of Kay";"PS2";2005;"Action";"JoWood Productions";0.03;0.02;0.0;0.05
"Piglet's Big Game";"Nintendo GameCube";2003;"Platform";"Gotham Games";0.04;0.01;0.0;0.05
"Dead or Alive Xtreme 3: Fortune";"PS4";2016;"Sports";"Tecmo Koei";0.0;0.0;0.05;0.05
"Ivy the Kiwi?";"Nintendo DS";2010;"Puzzle";"Rising Star Games";0.04;0.0;0.0;0.05
"Fallout: Brotherhood of Steel";"XBOX";2004;"Role-Playing";"Avalon Interactive";0.04;0.01;0.0;0.05
"Strawberry Shortcake: Strawberryland Games";"Nintendo DS";2006;"Action";"Game Factory";0.05;0.0;0.0;0.05
"Koi to Senkyo to Chocolate Portable";"PSP";2012;"Adventure";"Kadokawa Shoten";0.0;0.0;0.05;0.05
"IndyCar Series";"XBOX";2003;"Racing";"Codemasters";0.04;0.01;0.0;0.05
"Hysteria Hospital: Emergency Ward";"Nintendo Wii";2009;"Action";"Oxygen Interactive";0.05;0.0;0.0;0.05
"Dokapon Journey";"Nintendo DS";2008;"Role-Playing";"Sting";0.05;0.0;0.0;0.05
"Ultra Bust-A-Move";"XBOX";2004;"Puzzle";"505 Games";0.04;0.01;0.0;0.05
"Rally Fusion: Race of Champions";"XBOX";2002;"Racing";"Activision";0.04;0.01;0.0;0.05
"Piglet's Big Game";"Gameboy Advanced";2003;"Platform";"THQ";0.04;0.01;0.0;0.05
"Lucha Libre AAA: Heroes del Ring";"XBOX 360";2010;"Fighting";"Konami Digital Entertainment";0.05;0.0;0.0;0.05
"Pony Friends";"Nintendo DS";2007;"Simulation";"Eidos Interactive";0.0;0.05;0.0;0.05
"Natural Doctrine";"PS3";2014;"Role-Playing";"Nippon Ichi Software";0.03;0.01;0.01;0.05
"Pinball Hall of Fame: The Gottlieb Collection";"Nintendo GameCube";2005;"Misc";"Crave Entertainment";0.04;0.01;0.0;0.05
"Ferrari F355 Challenge";"PS2";2002;"Racing";"Sony Computer Entertainment";0.03;0.02;0.0;0.05
"MorphX";"XBOX 360";2010;"Shooter";"505 Games";0.05;0.0;0.0;0.05
"Stranger of Sword City";"PlayStation Vita";2015;"Role-Playing";"Nippon Ichi Software";0.02;0.02;0.0;0.05
"Air Traffic Chaos";"Nintendo DS";2007;"Simulation";"Ertain";0.05;0.0;0.0;0.05
"Battleship / Connect Four / Sorry! / Trouble";"Nintendo DS";2006;"Puzzle";"Destination Software, Inc";0.05;0.0;0.0;0.05
"Prism: Light the Way";"Nintendo DS";2007;"Puzzle";"Eidos Interactive";0.05;0.0;0.0;0.05
"Tiny Toon Adventures: Toonenstein - Dare to Scare";"PS";1998;"Action";"Swing! Entertainment";0.03;0.02;0.0;0.05
"TV Anime: Fairy Tale Gekitou! Madoushi Kessen";"Nintendo DS";2010;"Fighting";"Hudson Soft";0.0;0.0;0.05;0.05
"Shifters";"PS2";2002;"Adventure";"3DO";0.03;0.02;0.0;0.05
"RPG Tsukuru DS";"Nintendo DS";2010;"Role-Playing";"Enterbrain";0.0;0.0;0.05;0.05
"WRC 5: FIA World Rally Championship";"PS4";2015;"Sports";"Bigben Interactive";0.0;0.04;0.0;0.05
"Earth Defense Force 4.1: The Shadow of New Despair";"PS4";2015;"Shooter";"Xseed Games";0.02;0.02;0.0;0.05
"The BIGS 2";"Nintendo DS";2009;"Sports";"Take-Two Interactive";0.05;0.0;0.0;0.05
"Dramatic Dungeon: Sakura Wars - Kimi Arugatame";"Nintendo DS";2008;"Role-Playing";"Sega";0.0;0.0;0.05;0.05
"TNA iMPACT: Cross the Line";"PSP";2010;"Fighting";"SouthPeak Games";0.05;0.0;0.0;0.05
"SpongeBob: HeroPants";"PlayStation Vita";2015;"Platform";"Activision";0.03;0.01;0.0;0.05
"Lagoon";"Super Nintendo";1991;"Role-Playing";"Kemco";0.0;0.0;0.05;0.05
"Nanostray 2";"Nintendo DS";2008;"Shooter";"Codemasters";0.03;0.01;0.0;0.05
"Project Setsuna";"PlayStation Vita";2016;"Role-Playing";"Square Enix";0.0;0.0;0.05;0.05
"Microsoft Flight Simulator X Acceleration Expansion Pack";"PC";2007;"Simulation";"Microsoft Game Studios";0.0;0.04;0.0;0.05
"Trick x Logic: Season 1";"PSP";2010;"Adventure";"Sony Computer Entertainment";0.0;0.0;0.05;0.05
"Mortal Kombat X";"PC";2015;"Fighting";"Warner Bros. Interactive Entertainment";0.01;0.04;0.0;0.05
"Mawashite Tsunageru Touch Panic";"Nintendo DS";2006;"Puzzle";"Nintendo";0.0;0.0;0.05;0.05
"Luminous Arc Infinity";"PlayStation Vita";2015;"Action";"Marvel Entertainment";0.0;0.0;0.05;0.05
"Monster! Bass Fishing";"Gameboy Advanced";2003;"Sports";"Ignition Entertainment";0.04;0.01;0.0;0.05
"Sigma Star Saga";"Gameboy Advanced";2005;"Role-Playing";"Atari";0.04;0.01;0.0;0.05
"Winning Post 7 2010";"PSP";2010;"Sports";"Tecmo Koei";0.0;0.0;0.05;0.05
"Assetto Corsa";"PS4";2016;"Racing";"505 Games";0.0;0.04;0.0;0.05
"Batman: Gotham City Racer";"PS";2001;"Racing";"Ubisoft";0.03;0.02;0.0;0.05
"Sengoku Basara X";"PS2";2008;"Fighting";"Capcom";0.0;0.0;0.05;0.05
"Plants vs. Zombies";"PC";2009;"Strategy";"PopCap Games";0.0;0.04;0.0;0.05
"Top Spin 2";"Nintendo DS";2006;"Sports";"Take-Two Interactive";0.05;0.0;0.0;0.05
"Doraemon: Nobita no Kyouryuu 2006 DS";"Nintendo DS";2006;"Role-Playing";"Sega";0.0;0.0;0.05;0.05
"Ontamarama";"Nintendo DS";2007;"Action";"Atlus";0.05;0.0;0.0;0.05
"Hakuoki: Stories of the Shinsengumi";"PS3";2010;"Adventure";"Idea Factory";0.02;0.0;0.03;0.05
"DokiDoki Majo Shinpan!";"Nintendo DS";2007;"Adventure";"SNK Playmore";0.0;0.0;0.05;0.05
"Star Wars: Republic Commando";"PC";2005;"Shooter";"LucasArts";0.0;0.04;0.0;0.05
"Starry ? Sky: In Spring";"PSP";2010;"Misc";"Asgard";0.0;0.0;0.05;0.05
"FIFA Soccer 2004";"Gameboy Advanced";2003;"Sports";"Electronic Arts";0.04;0.01;0.0;0.05
"Armored Core: Formula Front Extreme Battle";"PSP";2004;"Simulation";"505 Games";0.05;0.0;0.0;0.05
"Downforce";"PS2";2002;"Racing";"Avalon Interactive";0.03;0.02;0.0;0.05
"Bejeweled Twist";"PC";2008;"Puzzle";"PopCap Games";0.01;0.04;0.0;0.05
"Street Fighter V";"PC";2016;"Fighting";"Capcom";0.0;0.05;0.0;0.05
"Little Busters! Converted Edition";"PS2";2009;"Adventure";"Prototype";0.0;0.0;0.05;0.05
"Enemy Front";"XBOX 360";2014;"Shooter";"Namco Bandai Games";0.02;0.03;0.0;0.05
"Dream Salon";"Nintendo Wii";2009;"Misc";"Zoo Games";0.05;0.0;0.0;0.05
"Disney's Party";"Nintendo GameCube";2002;"Misc";"Electronic Arts";0.04;0.01;0.0;0.05
"Tennis no Oji-Sama: 2005 Crystal Drive";"Nintendo DS";2004;"Sports";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Sherlock Holmes: Crimes & Punishments";"PC";2014;"Adventure";"Focus Home Interactive";0.0;0.05;0.0;0.05
"Jenga World Tour";"Nintendo Wii";2007;"Misc";"Atari";0.05;0.0;0.0;0.05
"Summon Night X: Tears Crown";"Nintendo DS";2009;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Secret Files: Tunguska";"Nintendo DS";2008;"Adventure";"Deep Silver";0.04;0.01;0.0;0.05
"Taiho Shichauzo!";"PS";2001;"Adventure";"Pioneer LDC";0.0;0.0;0.05;0.05
"Phantom Crash";"XBOX";2002;"Simulation";"Phantagram";0.03;0.01;0.01;0.05
"Men of War: Assault Squad";"PC";2011;"Strategy";"1C Company";0.01;0.03;0.0;0.05
"Fishdom";"Nintendo DS";2011;"Puzzle";"Atari";0.05;0.0;0.0;0.05
"Yanya Caballista: City Skater";"PS2";2001;"Sports";"Tecmo Koei";0.02;0.02;0.0;0.05
"Expendable";"PS";1999;"Action";"Infogrames";0.03;0.02;0.0;0.05
"Imagine: Artist";"Nintendo DS";2009;"Misc";"Ubisoft";0.05;0.0;0.0;0.05
"Pet Pals: New Leash on Life";"Nintendo DS";2010;"Simulation";"Destineer";0.05;0.0;0.0;0.05
"SeaWorld Adventure Parks: Shamu's Deep Sea Adventure";"Nintendo DS";2005;"Adventure";"Activision";0.05;0.0;0.0;0.05
"The Idolmaster: Gravure For You! Vol. 2";"PS3";2011;"Misc";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Arthur! Ready to Race";"PS";2000;"Racing";"The Learning Company";0.03;0.02;0.0;0.05
"Thunder Force V: Perfect System";"PS";1998;"Shooter";"TechnoSoft";0.03;0.02;0.0;0.05
"The Typing of the Dead";"Sega Dreamcast";2000;"Shooter";"Sega";0.0;0.0;0.05;0.05
"The Idolm@ster: Dearly Stars";"Nintendo DS";2009;"Adventure";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Kids Learn Music A+ Edition";"Nintendo DS";2011;"Misc";"Unknown";0.05;0.0;0.0;0.05
"Child of Light";"PS4";2014;"Role-Playing";"Ubisoft";0.0;0.01;0.04;0.05
"Over the Hedge: Hammy Goes Nuts!";"PSP";2006;"Platform";"Activision";0.05;0.0;0.0;0.05
"Kart Racer";"Nintendo Wii";2009;"Racing";"Nordic Games";0.03;0.01;0.0;0.05
"Bakemonogatari Portable";"PSP";2012;"Action";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Sam & Max: Beyond Time and Space";"Nintendo Wii";2010;"Adventure";"Atari";0.05;0.0;0.0;0.05
"To Heart 2: Dungeon Travelers";"PlayStation Vita";2015;"Adventure";"Aqua Plus";0.0;0.0;0.05;0.05
"Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku";"Nintendo DS";2006;"Misc";"Nintendo";0.0;0.0;0.05;0.05
"Shrek Super Party";"Nintendo GameCube";2003;"Misc";"TDK Mediactive";0.04;0.01;0.0;0.05
"Monster 4x4: Masters of Metal";"Nintendo GameCube";2003;"Racing";"Ubisoft";0.04;0.01;0.0;0.05
"Bakusou Kyoudai Let's & Go!! Eternal Wings";"PS";1998;"Racing";"Jaleco";0.0;0.0;0.05;0.05
"Caligula";"PlayStation Vita";2016;"Role-Playing";"FuRyu";0.0;0.0;0.05;0.05
"Steins;Gate 0";"PlayStation Vita";2015;"Adventure";"PQube";0.0;0.0;0.05;0.05
"Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2";"Nintendo DS";2007;"Action";"Namco Bandai Games";0.0;0.0;0.05;0.05
"NHL Blades of Steel '99";"Nintendo 64";1999;"Sports";"Konami Digital Entertainment";0.05;0.0;0.0;0.05
"Lips: Deutsche Partyknaller";"XBOX 360";2009;"Misc";"Microsoft Game Studios";0.0;0.04;0.0;0.05
"Apassionata: Die Galanacht der Pferde";"Nintendo DS";2009;"Simulation";"RTL";0.0;0.04;0.0;0.05
"Dungeon Raiders";"Nintendo DS";2009;"Role-Playing";"Focus Home Interactive";0.05;0.0;0.0;0.05
"Second Sight";"Nintendo GameCube";2004;"Adventure";"Codemasters";0.04;0.01;0.0;0.05
"Philosoma";"PS";1995;"Shooter";"Sony Computer Entertainment";0.03;0.02;0.0;0.05
"Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield";"Sega Saturn";1995;"Misc";"Sega";0.0;0.0;0.05;0.05
"Puyo Pop";"Gameboy Advanced";2001;"Puzzle";"Sega";0.04;0.01;0.0;0.05
"Marriage Royale: Prism Story";"PSP";2010;"Adventure";"ASCII Media Works";0.0;0.0;0.05;0.05
